type,user,text,files,timestamp,date,time,year
message,U042F73R7,"['know', 'limits,', '~CODESNIPPET']",,2020-04-16 14:39:02.099800,2020-04-16,14:39:02.099800,2020
message,U011Y3XM493,"['tried', 'didnt', 'work']",,2020-04-16 14:41:46.100200,2020-04-16,14:41:46.100200,2020
message,U011Y3XM493,"['gave', 'empty', 'plot']",,2020-04-16 14:41:58.100400,2020-04-16,14:41:58.100400,2020
message,U042F73R7,"['hmm,', 'give', 'sec,', ""i'll"", 'try', 'reproduce', 'locally']",,2020-04-16 14:42:47.100800,2020-04-16,14:42:47.100800,2020
message,U042F73R7,"['~USER', 'try', 'this:', '~CODESNIPPET`import', 'yt', 'yt.units', 'import', 'msun', 'ds', '=', 'yt.load(""~/scratch/smallnh2/dd0002/dd0002"")', '=', 'ds.all_data()', 'plot', '=', 'yt.profileplot(ad,', '""number_density"",', '""cell_mass"",', 'weight_field=', 'none,', 'accumulation=', 'true)', 'plot.set_units(""cell_mass"",""msun"")', '#', 'yt', 'specific', 'modifications', 'happen', 'before', 'line', 'plot._setup_plots()', '#', 'reverse', 'x', 'axis', 'plot.plots.values():', 'p.axes.set_xlim(p.axes.get_xlim()[::-1])', 'plot.save()~CODESNIPPET`']",,2020-04-16 14:52:28.102100,2020-04-16,14:52:28.102100,2020
message,U042F73R7,"[""it's"", 'unfortunately', 'prone', 'order', 'operations']",,2020-04-16 14:52:39.102400,2020-04-16,14:52:39.102400,2020
message,U042F73R7,"[""i'm"", 'sorry', ""it's"", 'brittle,', 'definitely', 'fix', '~CODESNIPPET', 'make', 'more', 'intuitive', 'easy']",,2020-04-16 14:53:06.103000,2020-04-16,14:53:06.103000,2020
message,U011Y3XM493,"['sorry', 'bother', 'much', 'got', 'one', 'else', 'help.', 'gave', 'same', 'plot', 'before.']",,2020-04-16 15:17:19.103700,2020-04-16,15:17:19.103700,2020
message,U011Y3XM493,"['specify', 'limits', 'make', 'decrease']",,2020-04-16 15:20:47.104100,2020-04-16,15:20:47.104100,2020
message,U011Y3XM493,"['wait', 'realized', 'something,', 'set_xlim(1e8,1e7)', 'axis', 'actually', 'decreasing', 'nothing', 'there.']",png,2020-04-16 15:29:14.104200,2020-04-16,15:29:14.104200,2020
message,U011Y3XM493,"['without', 'accumulation', 'graph', 'makes', 'sense:']",png,2020-04-16 15:46:06.105000,2020-04-16,15:46:06.105000,2020
message,U011Y3XM493,"['one', 'accumulation', 'true,', 'makes', 'sense']",png,2020-04-16 15:46:31.105500,2020-04-16,15:46:31.105500,2020
message,U042HLT7U,"['~USER', 'think', ""it's"", 'accumulation', 'only', 'left', '--', 'number', 'density', 'high', 'low.']",,2020-04-16 16:23:56.106500,2020-04-16,16:23:56.106500,2020
message,U042F73R7,"['~USER', 'understand,', 'axis', 'decreasing', 'plots']",,2020-04-16 16:23:56.106600,2020-04-16,16:23:56.106600,2020
message,U042F73R7,"['@matt', 'suggested', 'above', 'work', 'around']",,2020-04-16 16:24:16.107000,2020-04-16,16:24:16.107000,2020
message,U042F73R7,"[""we're"", 'literally', 'everything', 'setting', 'xlim', 'axis']",,2020-04-16 16:24:37.107500,2020-04-16,16:24:37.107500,2020
message,U042F73R7,"['~USER', 'first', 'plot', 'looks', 'ylim', 'wrong']",,2020-04-16 16:25:34.108000,2020-04-16,16:25:34.108000,2020
message,U042F73R7,"[""it's"", 'below', 'curve']",,2020-04-16 16:25:38.108200,2020-04-16,16:25:38.108200,2020
message,U042F73R7,"[""that's"", 'why', ""it's"", 'empty']",,2020-04-16 16:25:41.108500,2020-04-16,16:25:41.108500,2020
message,U042F73R7,"[""it's"", 'grams', 'nvm']",,2020-04-16 16:25:51.108800,2020-04-16,16:25:51.108800,2020
message,U042HLT7U,"['~USER', 'sorry']",,2020-04-16 16:25:57.109100,2020-04-16,16:25:57.109100,2020
message,U042F73R7,"['10^1', ""doesn't"", 'look']",,2020-04-16 16:26:04.109500,2020-04-16,16:26:04.109500,2020
message,U011Y3XM493,"['~USER', 'last', '2', 'plots', 'script']",,2020-04-16 16:26:04.109600,2020-04-16,16:26:04.109600,2020
message,U042F73R7,"['why', ""it's"", 'wrong?']",,2020-04-16 16:26:16.109900,2020-04-16,16:26:16.109900,2020
message,U011Y3XM493,"['~USER', 'first', 'empty', 'plot', 'xlim(1e8,1e7)']",,2020-04-16 16:26:30.110200,2020-04-16,16:26:30.110200,2020
message,U011Y3XM493,"['~USER', 'without', 'accumulation', ""it's"", 'correct,', 'sum', 'them', 'curve', 'increasing']",,2020-04-16 16:27:07.111200,2020-04-16,16:27:07.111200,2020
message,U042F73R7,"['first', 'empty', 'plot', 'range', 'between', '1', '10g,', 'those', 'value', 'make', 'sense', 'data?']",,2020-04-16 16:27:21.111500,2020-04-16,16:27:21.111500,2020
message,U011Y3XM493,"[""didn't"", 'specify', 'ylim', 'plot']",,2020-04-16 16:27:40.111800,2020-04-16,16:27:40.111800,2020
message,U011Y3XM493,"['think', 'correct?']",,2020-04-16 16:27:57.112200,2020-04-16,16:27:57.112200,2020
message,U011Y3XM493,"['priori', 'cant', 'know', 'limits']",,2020-04-16 16:28:25.112700,2020-04-16,16:28:25.112700,2020
message,U042F73R7,"['matt', 'said', 'making', 'wonder', 'understood', 'correctly.', ""don't"", 'reverse', 'axis']",,2020-04-16 16:30:24.113700,2020-04-16,16:30:24.113700,2020
message,U042F73R7,"['accumulation', 'maximum', 'value', 'increase', 'adding', 'decreasing', 'values?']",,2020-04-16 16:30:55.114500,2020-04-16,16:30:55.114500,2020
message,U011Y3XM493,"['accumulation', 'maximum', 'value', 'increase', 'adding', 'decreasing', 'values?', '(edited)', 'basically', 'start', 'mass', 'highest', 'density', 'increase']",,2020-04-16 16:31:40.115400,2020-04-16,16:31:40.115400,2020
message,U011Y3XM493,"['sorry', 'ambiguous']",,2020-04-16 16:32:27.116200,2020-04-16,16:32:27.116200,2020
message,U042F73R7,"['think', ""it's"", 'gonna', 'easier', 'achieve', 'outside', 'profileplot,', 'give', 'sec']",,2020-04-16 16:32:33.116400,2020-04-16,16:32:33.116400,2020
message,U011Y3XM493,"['idea', 'simple', 'yet', 'couldnt', 'formulate', 'well', 'append', 'quantities']",,2020-04-16 16:34:38.116900,2020-04-16,16:34:38.116900,2020
message,U042F73R7,"[""i'm"", 'trying', 'compute', 'data', 'create', 'mock', 'profile', 'plot', '(by', 'saving', 'dataset)', 'unfortunately', ""i'm"", 'failing...']",,2020-04-16 16:56:05.117700,2020-04-16,16:56:05.117700,2020
message,U042F73R7,"[""i've"", 'got', 'far', 'terms', 'computing', 'values']",,2020-04-16 16:56:17.118100,2020-04-16,16:56:17.118100,2020
message,U042F73R7,"['~CODESNIPPET`import', 'yt', 'yt.data_objects.profiles', 'import', 'create_profile', 'yt.visualization.profile_plotter', 'import', 'profileplot', 'ds', '=', 'yt.load(""enzo_tiny_cosmology/dd0046/dd0046"")', '=', 'ds.all_data()', 'prof', '=', 'create_profile(', '""number_density"",', 'n_bins=[64],', 'fields=[""cell_mass""],', 'weight_field=""cell_mass"",', 'accumulation=false,', 'logs=none', ')', '#', 'accumulation', 'reverse', 'manually', 'data', '=', 'prof[(""gas"",', '""cell_mass"")][::-1].cumsum(axis=0)[::-1]~CODESNIPPET`']",,2020-04-16 16:56:21.118400,2020-04-16,16:56:21.118400,2020
message,U042F73R7,"['wait', ""that's"", 'probably', 'wrong', 'weight']",,2020-04-16 16:57:37.118800,2020-04-16,16:57:37.118800,2020
message,U042F73R7,"['~USER', 'help?']",,2020-04-16 16:59:35.119100,2020-04-16,16:59:35.119100,2020
message,U042HLT7U,"['~USER', '~USER', 'yes,', 'start', 'teaching']",,2020-04-16 16:59:51.119700,2020-04-16,16:59:51.119700,2020
message,U011Y3XM493,"['thank', 'much', 'time,', 'time', 'fine', 'thank', 'again']",,2020-04-16 17:05:15.120200,2020-04-16,17:05:15.120200,2020
message,U042F73R7,"['ended', 'with:']",,2020-04-16 17:35:25.120600,2020-04-16,17:35:25.120600,2020
message,U042F73R7,"['~CODESNIPPET`import', 'numpy', 'np', 'import', 'yt', 'yt.data_objects.profiles', 'import', 'create_profile', 'ds', '=', 'yt.load(""enzo_tiny_cosmology/dd0046/dd0046"")', '=', 'ds.all_data()', 'prof', '=', 'create_profile(', '""number_density"",', 'n_bins=[64],', 'fields=[""cell_mass""],', 'weight_field=""cell_mass"",', 'accumulation=false,', 'logs=none', ')', '#', 'accumulation', 'reverse', 'manually', 'temp', '=', 'np.flipud(prof.field_data[(""gas"",', '""cell_mass"")])', 'weight', '=', 'np.flipud(prof.weight)', 'data', '=', '(temp', '*', 'weight).cumsum(axis=0)', '/', 'weight.cumsum(axis=0)', '#', 'overwrite', 'profile', 'data', 'prof.field_data[(""gas"",', '""cell_mass"")]', '=', 'np.flipud(data)', '#', 'save', 'temporary', 'dataset', 'prof.save_as_dataset(""my_profile.h5"")', 'prof_ds', '=', 'yt.load(""my_profile.h5"")', '#', 'create', 'plot', 'modified', 'profile', 'plot', '=', 'yt.profileplot(prof_ds.data,', 'none,', 'none)', 'plot.set_unit(""cell_mass"",""msun"")', 'plot._setup_plots()', '#', 'reverse', 'x', 'axis', 'plot.plots.values():', 'p.axes.set_xlim(p.axes.get_xlim()[::-1])', 'plot.save()~CODESNIPPET`']",,2020-04-16 17:35:27.120900,2020-04-16,17:35:27.120900,2020
message,U042F73R7,"['results', 'very', 'confusing', 'even', 'though', ""it's"", '""accumulation""', 'curve', 'actually', 'decreasing,', 'looked', '~CODESNIPPET', 'long', 'enough', 'think', 'know', 'why', ""it's"", 'happening...']",,2020-04-16 17:36:34.122100,2020-04-16,17:36:34.122100,2020
message,U011Y3XM493,"['think', 'fixed?', 'wait', 'reply?']",,2020-04-17 02:20:20.122500,2020-04-17,02:20:20.122500,2020
message,UK4MCS5J7,"['~USER', 'assigning', 'octree', '~CODESNIPPET', 'dict', 'worked', 'needed.', 'thanks', 'again!']",,2019-06-12 10:47:50.031800,2019-06-12,10:47:50.031800,2019
message,U042HLT7U,['hooray'],,2019-06-12 11:00:18.032000,2019-06-12,11:00:18.032000,2019
message,U046K2QNK,"['yt3.x,', 'setting', '~CODESNIPPET', 'impact', 'actual', 'saved', 'octree?', '(for', 'example', 'following):', '~CODESNIPPET`', 'import', 'yt', '#load', 'over', 'refining', 'ds', '=', ""yt.load('snapshot_094.hdf5',over_refine_factor=0)"", '=', 'ds.all_data()', 'saved', '=', 'ds.index.oct_handler.save_octree()', 'refined', '=', ""saved['octree']"", 'print(len(refined))', '#now', 'load', 'over', 'refining', 'ds', '=', ""yt.load('snapshot_094.hdf5',over_refine_factor=2)"", '=', 'ds.all_data()', 'saved', '=ds.index.oct_handler.save_octree()', 'refined', '=', ""saved['octree']"", 'print(len(refined))', '~CODESNIPPET`', 'results', 'in:', '~CODESNIPPET`', '179225', '179225', '~CODESNIPPET`']",,2019-06-12 14:15:28.033700,2019-06-12,14:15:28.033700,2019
message,U046K2QNK,"['access', '~CODESNIPPET', 'array', 'reflects', 'over_refined', 'cells?']",,2019-06-12 14:16:32.034900,2019-06-12,14:16:32.034900,2019
message,U046K2QNK,"['related', 'tangentially:', 'yt', '4.x,', 'access', 'same', '~CODESNIPPET', 'array?', '(i.e.', 'after', 'creating', 'octree', 'something', 'like):', '~CODESNIPPET`', 'octree', '=', 'ds.octree(left,', 'right,', 'n_ref=64)', '~CODESNIPPET`', 'though', 'seems', '~CODESNIPPET', ""doesn't"", 'key', '(at', 'least', 'obvious', 'me)', '~CODESNIPPET', 'array']",,2019-06-12 14:39:34.036500,2019-06-12,14:39:34.036500,2019
message,UATGD4B6F,"[""i'm"", 'working', 'semi-structured', 'grid', 'data', 'trying', 'make', '~CODESNIPPET', 'data', 'objects,', '~CODESNIPPETs', ""don't"", 'seem', 'work', 'properly', 'passed', '~CODESNIPPET', 'argument', 'either', '~CODESNIPPET', 'creating', 'another', 'data', 'object.', 'creating', '~CODESNIPPET', 'works', 'passing', '~CODESNIPPET', 'effect.', ""i'm"", 'working', 'own', 'fork', '~CODESNIPPET,', 'forked', 'commit', '~CODESNIPPET.', 'changes', 'bug', 'fixes', 'exodus', 'ii', 'frontend', '`hexahedral_connectivity`.']",,2019-06-12 15:10:59.039800,2019-06-12,15:10:59.039800,2019
message,U042HLT7U,"['~USER', 'using', 'exodus', 'ii?']",,2019-06-12 15:11:19.040000,2019-06-12,15:11:19.040000,2019
message,UATGD4B6F,"['anymore,', 'used', 'yt', 'convert', 'hdf5', ""i'm"", 'loading', 'semi-structured', 'following', 'docs']",,2019-06-12 15:11:45.040500,2019-06-12,15:11:45.040500,2019
message,U042HLT7U,"['~USER', '--', '~CODESNIPPET', 'working', 'properly', 'hexahedral', 'stuff.', 'see', 'cut', 'region', 'sample', 'dataset', 'same', 'behavior,', 'file', 'bug?']",,2019-06-12 15:12:28.041200,2019-06-12,15:12:28.041200,2019
message,UATGD4B6F,"['sample', 'dataset', 'one', 'used', 'docs?']",,2019-06-12 15:13:09.041700,2019-06-12,15:13:09.041700,2019
message,U042HLT7U,"['yup,', 'one', 'off', 'website']",,2019-06-12 15:13:38.041900,2019-06-12,15:13:38.041900,2019
message,UBJU11GJU,"['hi,', 'recently', 'updated', 'yt', '3.5.1.', 'try', 'load', 'ramses', 'data', 'using', 'ds', '=', 'yt.load(“output_00001/info_00001.txt”),', 'error', 'that:', '‘ramsesdataset’', 'object', 'attribute', '‘bbox’.', 'anyone', 'kindly', 'tell', 'set', 'bbox', 'load', 'ramses', 'data', 'yt', '3.5.1?']",,2019-03-07 10:01:47.024900,2019-03-07,10:01:47.024900,2019
message,U042FH0RB,"['sounds', 'bug']",,2019-03-07 10:02:37.025100,2019-03-07,10:02:37.025100,2019
message,U042FH0RB,"['chance', 'share', 'dataset', 'triggers', 'issue?', 'upload', 'files', 'smaller', 'than', '5', 'gb', 'using', '“yt', 'upload', 'some_file.tar.gz”']",,2019-03-07 10:03:09.025800,2019-03-07,10:03:09.025800,2019
message,U042FH0RB,"['print', 'url', 'share']",,2019-03-07 10:03:20.026000,2019-03-07,10:03:20.026000,2019
message,UBJU11GJU,['try'],,2019-03-07 10:03:34.026200,2019-03-07,10:03:34.026200,2019
message,UBJU11GJU,"['hi,', 'url', '~HYPERLINK']",,2019-03-07 10:15:43.026500,2019-03-07,10:15:43.026500,2019
message,U042FH0RB,"['thank', 'see', 'reproduce', 'issue']",,2019-03-07 10:17:44.026900,2019-03-07,10:17:44.026900,2019
message,UBJU11GJU,['thank'],,2019-03-07 10:17:53.027100,2019-03-07,10:17:53.027100,2019
message,U042FH0RB,"['reproduce', ':slightly_smiling_face:']",,2019-03-07 10:38:05.027300,2019-03-07,10:38:05.027300,2019
message,U042FH0RB,"['see', 'what’s', 'going', 'on…']",,2019-03-07 10:38:13.027500,2019-03-07,10:38:13.027500,2019
message,U042FH0RB,"['looks', 'it’s', 'one-line', 'fix,', 'going', 'make', 'pull', 'request']",,2019-03-07 10:41:24.027900,2019-03-07,10:41:24.027900,2019
message,U042FH0RB,"['thank', 'very', 'much', 'report']",,2019-03-07 10:41:28.028200,2019-03-07,10:41:28.028200,2019
message,UBJU11GJU,"['thank', 'fixed', 'code?', 'used', 'pip', 'install', 'yt', 'cluster']",,2019-03-07 10:42:24.029000,2019-03-07,10:42:24.029000,2019
message,U042FH0RB,"['hacky', 'apply', 'fix', 'patch', 'installed', 'version', 'yt', 'cluster']",,2019-03-07 10:45:30.029500,2019-03-07,10:45:30.029500,2019
message,U042FH0RB,"['better', 'clone', 'yt', 'git', 'repository', 'pull', 'github', 'fix']",,2019-03-07 10:45:48.030000,2019-03-07,10:45:48.030000,2019
message,U042FH0RB,"['build', 'yt', 'source']",,2019-03-07 10:45:52.030300,2019-03-07,10:45:52.030300,2019
message,U042FH0RB,"['first', 'case', 'path', 'installed', 'copy', 'yt', 'printing', '~CODESNIPPET']",,2019-03-07 10:46:19.030900,2019-03-07,10:46:19.030900,2019
message,U042FH0RB,"['latter', 'look', '~HYPERLINK']",,2019-03-07 10:46:45.031200,2019-03-07,10:46:45.031200,2019
message,U042FH0RB,"['github', 'username?']",,2019-03-07 10:46:59.031400,2019-03-07,10:46:59.031400,2019
message,UBJU11GJU,"['yep,', 'it’s', 'suniverse']",,2019-03-07 10:47:44.031600,2019-03-07,10:47:44.031600,2019
message,U042FH0RB,['~HYPERLINK'],,2019-03-07 10:48:39.031800,2019-03-07,10:48:39.031800,2019
message,U042FH0RB,"['thanks', 'bringing', 'attention', ':slightly_smiling_face:']",,2019-03-07 10:49:48.032800,2019-03-07,10:49:48.032800,2019
message,UBJU11GJU,['thank'],,2019-03-07 10:50:11.033300,2019-03-07,10:50:11.033300,2019
message,U042HLT7U,"['~USER', '.max(field)', 'data', 'object']",,2019-07-13 13:00:53.084600,2019-07-13,13:00:53.084600,2019
message,UD9L1D44T,"[""that's"", 'great,', 'thank', 'again', '!']",,2018-11-29 05:14:57.222800,2018-11-29,05:14:57.222800,2018
message,U042FH0RB,"['~USER', 'image', '~CODESNIPPET', 'attribute', 'plot,', 'this:', '~CODESNIPPET']",,2018-11-29 10:07:04.223600,2018-11-29,10:07:04.223600,2018
message,U042FH0RB,"['image', 'buffer']",,2018-11-29 10:07:11.223900,2018-11-29,10:07:11.223900,2018
message,U042FH0RB,"['~USER', 'mean', '“plot', 'time-average', 'fields”?']",,2018-11-29 10:07:21.224200,2018-11-29,10:07:21.224200,2018
message,U042FH0RB,"['slice', 'something?']",,2018-11-29 10:07:25.224400,2018-11-29,10:07:25.224400,2018
message,U042FH0RB,"['mean', 'no,', 'isn’t', 'straightforward', 'tell', 'yt', 'calculate', 'moment,', 'although', 'iterate', 'over', 'datasets,', 'make', 'series', 'fixed', 'resolution', 'buffers,', 'averaging', 'yourself']",,2018-11-29 10:08:05.225500,2018-11-29,10:08:05.225500,2018
message,UC6L85LBB,"['exactly.', 'that’s', 'currently', 'moment', 'wanted', 'see', 'capability', 'missing', 'on.', 'thank', 'you!']",,2018-11-29 10:46:27.226800,2018-11-29,10:46:27.226800,2018
message,U042FH0RB,"['cool', 'add', 'more', 'functionality']",,2018-11-29 10:52:45.227100,2018-11-29,10:52:45.227100,2018
message,U042FH0RB,"['you’d', 'interested', 'spitballing', 'design', 'even', 'writing', 'little', 'code,', 'something', 'chat', '<#cbe6579cz|development>', 'yt-dev', 'mailing', 'list']",,2018-11-29 10:53:09.227800,2018-11-29,10:53:09.227800,2018
message,U042HLT7U,"['sounds', 'neat', 'feature']",,2018-11-29 10:53:24.228400,2018-11-29,10:53:24.228400,2018
message,U042FH0RB,"['better', 'support', 'more', 'advanced', 'time', 'series', 'analysis', 'definitely', 'come', 'past']",,2018-11-29 10:53:28.228500,2018-11-29,10:53:28.228500,2018
message,UC6L85LBB,"['actually', 'interested.', '(me', 'advisor)', 'potentially', 'looking', 'advanced', 'linear', 'algebra', 'amr', 'fields;', 'writing', 'code', 'make', 'time', 'average', 'fields', 'excellent', 'starting', 'point.']",,2018-11-29 11:02:16.230200,2018-11-29,11:02:16.230200,2018
message,UC6L85LBB,"['send', 'shout', '<#cbe6579cz|development>', 'whenever', 'started', 'work.']",,2018-11-29 11:03:01.230800,2018-11-29,11:03:01.230800,2018
message,U042FH0RB,"['awesome!', 'looking', 'forward', 'hearing', 'more']",,2018-11-29 11:03:10.231000,2018-11-29,11:03:10.231000,2018
message,U042HLT7U,"['~USER', 'sounds', 'cool']",,2018-11-29 11:03:22.231300,2018-11-29,11:03:22.231300,2018
message,UDJU40MFY,"['(and', 'probably', 'particularly', '~USER),', ""i'm"", 'trying', 'ytree', 'stitch', 'together', 'out.lists', 'rockstar.', 'everything', 'works', 'fine', 'long', 'stick', 'within', 'ytree', 'environment,', ""i'd"", 'convert', 'data', 'another', 'format.', 'most', 'working', 'fine', '--', '~CODESNIPPET', 'gives', 'halos', 'tree,', '~CODESNIPPET', 'main', 'branch,', 'need.', 'problem', ""can't"", 'figure', 'node', ""node's"", 'location', 'e.g.,', '~CODESNIPPET', '--', 'even', '~CODESNIPPET', ""doesn't"", 'seem', 'match.', 'using', 'test', 'data', 'yt', 'hub:', '~CODESNIPPET`', ""a[0]['tree',"", ""'uid'][1]"", '&gt;&gt;', '342', '342', ""a['uid'].astype('int')"", '&gt;&gt;&gt;', 'false', '~CODESNIPPET`']",,2018-11-29 21:26:15.239900,2018-11-29,21:26:15.239900,2018
message,UDJU40MFY,"['property', 'given', 'node', 'gives', '(without', 'searching', 'ideally)', 'halos', 'location', 'root', 'fields?']",,2018-11-29 21:28:25.240800,2018-11-29,21:28:25.240800,2018
message,UDJU40MFY,"['hmm,', 'thought', 'figured', 'via', 'derived', 'field:', '~CODESNIPPET`', 'def', 'tree_index(field,', 'data):', 'import', 'yt', 'return', 'yt.units.yt_array.ytarray(', 'np.arange(data.arbor.size,', 'dtype=float))', 'a.add_derived_field(""treeindex"",', 'tree_index,', ""units='')"", '~CODESNIPPET`', 'problem', ""it's"", 'recalculated', 'each', 'tree,', '~CODESNIPPET', '~CODESNIPPET.', 'tried', 'using', 'analysis', 'field,', ""wouldn't"", 'directly', 'assign', 'except', 'node-by-node', 'basis,', 'far', 'tell,', ""isn't"", 'useful', 'purposes', '(i.e.,', ""can't"", '~CODESNIPPET).']",,2018-11-29 22:26:24.244100,2018-11-29,22:26:24.244100,2018
message,UHKUHFYBF,"['hope', 'well;', 'hoping', 'give', 'advice', 'analysis', '~CODESNIPPET', 'simulations', '~CODESNIPPET:', 'mesh', 'cartesian,', 'uniform', 'grid;', 'analyze', 'average', 'quantities', 'vs', 'radius', 'yt', 'disk', 'object:', '~CODESNIPPET`#', 'ytdisk', 'my_center', '=', 'ds.find_max(""density"")[1]', 'my_disk', '=', 'ds.disk(my_center,', '[0.0,', '0.0,', '1.0],', '(8,', ""'r_earth'),"", '(5,', ""'r_earth'))~CODESNIPPET`"", 'believe', 'radius', 'choose', '~CODESNIPPET:', '~CODEBLOCK', 'bounds', 'profile', '0,', '8', 'rather:', '~CODESNIPPET`', '#', 'range', 'cylindrical_radius', 'profile.x.in_cgs()', '/', 'yt.units.r_earth.in_cgs()', '~CODESNIPPET`', '~CODESNIPPET`', 'ytarray([14.27000956,', '14.3696463', '14.46997873,', '14.57101171,', '14.67275012,', '14.7751989', '14.87836299,', '14.98224741,', '15.08685717,', '15.19219734,', '15.29827303,', '15.40508936,', '15.51265151,', '15.62096468,', '15.73003413,', '15.83986512,', '15.95046298,', '16.06183306,', '16.17398076,', '16.2869115', '16.40063075,', '16.51514402,', '16.63045684,', '16.74657481,', '16.86350354,', '16.9812487', '17.09981598,', '17.21921113,', '17.33943993,', '17.46050819,', '17.58242179,', '17.70518661,', '17.82880861,', '17.95329376,', '18.07864811,', '18.20487771,', '18.33198867,', '18.45998715,', '18.58887936,', '18.71867152,', '18.84936992,', '18.98098088,', '19.11351079,', '19.24696606,', '19.38135314,', '19.51667855,', '19.65294883,', '19.79017059,', '19.92835046,', '20.06749514,', '20.20761136,', '20.34870591,', '20.49078561,', '20.63385735,', '20.77792805,', '20.92300469,', '21.06909429,', '21.21620393,', '21.36434072,', '21.51351184,', '21.6637245', '21.81498599,', '21.96730363,', '22.12068478])', '(dimensionless)', '```', 'instead', '`cylindrical_radius`', '`radius`,', 'range', '`profile.x.in_cgs()', '/', 'yt.units.r_earth.in_cgs()`', 'between', '[0,', '8]:', '```', '#', 'range', '""radius""', 'profile.x.in_cgs()', '/', 'yt.units.r_earth.in_cgs()', '```', '```', 'ytarray([0.06382166,', '0.06904446,', '0.07469467,', '0.08080727,', '0.08742008,', '0.09457405,', '0.10231346,', '0.11068622,', '0.11974416,', '0.12954336,', '0.14014446,', '0.1516131', '0.16402026,', '0.17744276,', '0.19196368,', '0.20767292,', '0.2246677', '0.24305325,', '0.26294337,', '0.28446118,', '0.30773989,', '0.3329236', '0.3601682', '0.38964235,', '0.4215285', '0.45602403,', '0.49334248,', '0.53371486,', '0.5773911', '0.62464155,', '0.67575872,', '0.73105903,', '0.7908848', '0.85560638,', '0.92562442,', '1.00137233,', '1.08331904,', '1.1719718', '1.2678794', '1.37163555,', '1.48388252,', '1.60531516,', '1.73668516,', '1.87880574,', '2.03255668,', '2.19888973,', '2.37883455,', '2.57350504,', '2.78410628,', '3.01194194,', '3.2584224', '3.52507344,', '3.8135457', '4.12562492,', '4.46324295,', '4.82848976,', '5.22362631,', '5.65109863,', '6.11355288,', '6.61385181,', '7.15509239,', '7.74062507,', '8.37407447,', '9.05936181])', '(dimensionless)', '```', 'makes', 'think', '`yt`', 'actually', 'using', 'spherical', 'radius.', 'misunderstanding', 'something', 'here?', 'thanks', 'much', 'advance', 'any/all', 'help.']",,2019-04-03 15:18:38.013900,2019-04-03,15:18:38.013900,2019
message,U042FH0RB,"['yes,', '“radius”', 'spherical', 'radius']",,2019-04-03 15:20:40.014200,2019-04-03,15:20:40.014200,2019
message,U042FH0RB,"['don’t', 'know', 'offhand', 'cylindrical_radius', 'respects', '“center”', 'field', 'parameter,', 'issue?']",,2019-04-03 15:21:35.014600,2019-04-03,15:21:35.014600,2019
message,UHKUHFYBF,"['that’s', 'first', 'guess', 'is.', 'although', 'bug,', 'limitation,', 'user', 'error.']",,2019-04-03 15:22:05.015300,2019-04-03,15:22:05.015300,2019
message,U042FH0RB,"['see', 'values', '~CODESNIPPET', 'change', 'after', '~CODESNIPPET']",,2019-04-03 15:22:55.016200,2019-04-03,15:22:55.016200,2019
message,U042FH0RB,"['instead', 'going', 'profile', 'machinery', 'easier', 'reason', 'what’s', 'going', 'look', 'field', 'values', '~CODESNIPPET', 'explicitly']",,2019-04-03 15:23:33.016900,2019-04-03,15:23:33.016900,2019
message,U042FH0RB,"['finally', 'make', 'runnable', 'example', '(e.g.', 'imports,', 'loading', 'dataset', 'constructing', 'one', 'memory)', 'one', 'take', 'look', 'well']",,2019-04-03 15:24:11.017800,2019-04-03,15:24:11.017800,2019
message,U042HLT7U,"['believe', 'point', 'conscious', 'decision', '--', 'cannot', 'recall', 'much', 'context', '--', '*not*', 'feed', '""center""', 'attribute', 'object', 'field', 'parameters', 'default.']",,2019-04-03 15:26:26.018400,2019-04-03,15:26:26.018400,2019
message,U042FH0RB,"['that’s', 'true', 'though?']",,2019-04-03 15:26:54.018700,2019-04-03,15:26:54.018700,2019
message,U042FH0RB,['think?'],,2019-04-03 15:27:11.019000,2019-04-03,15:27:11.019000,2019
message,UHKUHFYBF,"['confirm', '~CODESNIPPET', 'change', '~CODESNIPPET']",,2019-04-03 15:27:17.019200,2019-04-03,15:27:17.019200,2019
message,UHKUHFYBF,"['make', 'runnable', 'example', '(with', 'smaller', 'data', 'file', 'than', 'presently', 'using)', 'put']",,2019-04-03 15:27:57.019900,2019-04-03,15:27:57.019900,2019
message,U042FH0RB,"['~CODESNIPPET`', '[7]:', 'sp', '=', 'ds.sphere(ds.domain_center', '+', '100*ds.units.kpc,', '(10,', ""'kpc'))"", '[8]:', ""sp['radius'].to('kpc').min()"", 'out[8]:', 'unyt_quantity(0.65855503,', ""'kpc')"", '~CODESNIPPET`']",,2019-04-03 15:28:37.020500,2019-04-03,15:28:37.020500,2019
message,U042HLT7U,"['perhaps', 'objects', 'rectangular', 'prisms,', 'maybe', 'completely', 'off-base']",,2019-04-03 15:28:37.020600,2019-04-03,15:28:37.020600,2019
message,U042FH0RB,"['although', 'seems', '~CODESNIPPET', 'works', 'too:']",,2019-04-03 15:29:12.021000,2019-04-03,15:29:12.021000,2019
message,U042FH0RB,"['~CODESNIPPET`', '[9]:', ""sp['cylindrical_radius'].to('kpc').min()"", 'out[9]:', 'unyt_quantity(0.53770793,', ""'kpc')"", '~CODESNIPPET`']",,2019-04-03 15:29:16.021200,2019-04-03,15:29:16.021200,2019
