year,text
2019,or is there a way to access a codesnippet array that reflects the over_refined cells
2019,related to this tangentiallyin yt 4x is there a way to access the same codesnippet array ie after creating the octree with something likecodesnippet octree dsoctreeleft right n_ref64codesnippetthough here it seems like the codesnippet doesnt have a key at least thats obvious to me for the codesnippet array
2019,hi all im working with some semistructured grid data and trying to make use of codesnippet data objects but the codesnippets dont seem to work properly when passed to the codesnippet argument of either codesnippet or when creating another data object creating the codesnippet works as it should but passing it to codesnippet has no effect im working from my own fork of codesnippet forked at commit codesnippet my changes were just bug fixes to the exodus ii frontend and hexahedral_connectivity
2019,user are you using exodus ii
2019,not anymore i used yt to convert it to hdf5 and now im just loading it in as semistructured following the docs
2019,user ah ok it may be that codesnippet is not working properly with the hexahedral stuff can you see if a cut region with the sample dataset does the same behavior and file a bug
2019,sample dataset as in the one used in the docs
2019,yup or one off the website
2019,hi i recently updated yt to 351 when i try to load my ramses data using just ds ytloadoutput_00001info_00001txt the error is that ramsesdataset object has no attribute bbox can anyone kindly tell me how to set the bbox and load ramses data in yt 351
2019,this sounds like a bug to me
2019,is there any chance you can share a dataset that triggers the issue you can upload files smaller than 5 gb using yt upload some_filetargz
2019,that will print out a url you can share in here
2019,let me try
2019,hi here is the url hyperlink
2019,thank you let me see if i can reproduce your issue
2019,thank you
2019,i can reproduce slightly_smiling_face
2019,let me see whats going on
2019,looks like its a oneline fix going to make a pull request
2019,thank you very much for the report
2019,thank you how can i get the fixed code i used pip to install yt on the cluster
2019,so a really hacky way to apply the fix would be to patch the installed version of yt on the cluster
2019,a better way would be to clone the yt git repository and pull from github to get the fix
2019,and build yt from source
2019,for the first case you can get the path to the installed copy of yt by printing codesnippet
2019,for the latter you can look at hyperlink
2019,do you have a github username
2019,yep its suniverse
2019,hyperlink
2019,thanks for bringing this to our attention slightly_smiling_face
2019,thank you
2019,user you can also do maxfield on a data object
2018,thats great thank you all again
2018,user you can get the image from the codesnippet attribute of the plot like this codesnippet
2018,that will be the image buffer you ant
2018,user what do you mean by plot timeaverage fields
2018,like for a slice or something
2018,if you mean that no there isnt a straightforward way to tell yt to calculate that at the moment although you could iterate over the datasets make a series of fixed resolution buffers then do the averaging yourself
2018,yeah exactly thats what i am currently doing at the moment but i wanted to see if there was some capability that i was missing out on thank you
2018,it would be cool to add more functionality like that
2018,if youd be interested in spitballing a design or even writing a little code this is something we could chat about in cbe6579czdevelopment or on the ytdev mailing list
2018,that sounds like a really neat feature
2018,better support for more advanced time series analysis has definitely come up in the past
2018,i actually would be interested we me and my advisor are potentially looking to do some advanced linear algebra on amr fields writing some code to make time average fields would be an excellent starting point
2018,i will send a shout to cbe6579czdevelopment whenever i get started on that work
2018,awesome looking forward to hearing more
2018,user that sounds so cool
2018,hey all and probably particularly user im trying to use ytree to stitch together the outlists from rockstar everything works fine so long as i stick within the ytree environment but id like to convert the data to another formatmost of this is working fine i can do codesnippet gives me the halos in that tree and i can use codesnippet to get the main branch which is what i need the problem is that i cant figure out how to go from a node to that nodes location in eg codesnippet even the codesnippet doesnt seem to match using the test data on yt hubcodesnippeta0tree uid1gtgt 342342 in auidastypeintgtgtgt falsecodesnippet
2018,is there any property of a given node that gives me a way without searching ideally for that halos location in the root fields
2018,hmm i thought i had this figured out via a derived fieldcodesnippetdef tree_indexfield data import yt return ytunitsyt_arrayytarray nparangedataarborsize dtypefloataadd_derived_fieldtreeindex tree_index unitscodesnippetbut the problem is that its recalculated for each tree so i just get codesnippet if i do codesnippet i also tried using an analysis field but it wouldnt let me directly assign except on a nodebynode basis as far as i can tell which isnt useful for my purposes ie i cant do codesnippet
2019,hi allhope all is well i was hoping you might give some advice on my analysis of some codesnippet simulations with codesnippetmy mesh is a cartesian uniform grid but i want to analyze average quantities vs radius in a yt disk objectcodesnippet ytdiskmy_center dsfind_maxdensity1my_disk dsdiskmy_center 00 00 10 8 r_earth 5 r_earthcodesnippetand then i believe the radius i should choose here is the codesnippetcodeblockbut the bounds of my profile are not from 0 8 but rathercodesnippet range of cylindrical_radiusprofilexin_cgs ytunitsr_earthin_cgscodesnippetcodesnippetytarray1427000956 143696463 1446997873 1457101171 1467275012 147751989 1487836299 1498224741 1508685717 1519219734 1529827303 1540508936 1551265151 1562096468 1573003413 1583986512 1595046298 1606183306 1617398076 162869115 1640063075 1651514402 1663045684 1674657481 1686350354 169812487 1709981598 1721921113 1733943993 1746050819 1758242179 1770518661 1782880861 1795329376 1807864811 1820487771 1833198867 1845998715 1858887936 1871867152 1884936992 1898098088 1911351079 1924696606 1938135314 1951667855 1965294883 1979017059 1992835046 2006749514 2020761136 2034870591 2049078561 2063385735 2077792805 2092300469 2106909429 2121620393 2136434072 2151351184 216637245 2181498599 2196730363 2212068478 dimensionless if instead of cylindrical_radius i use radius then the range of profilexin_cgs ytunitsr_earthin_cgs is not between 0 8 range of radiusprofilexin_cgs ytunitsr_earthin_cgsytarray006382166 006904446 007469467 008080727 008742008 009457405 010231346 011068622 011974416 012954336 014014446 01516131 016402026 017744276 019196368 020767292 02246677 024305325 026294337 028446118 030773989 03329236 03601682 038964235 04215285 045602403 049334248 053371486 05773911 062464155 067575872 073105903 07908848 085560638 092562442 100137233 108331904 11719718 12678794 137163555 148388252 160531516 173668516 187880574 203255668 219888973 237883455 257350504 278410628 301194194 32584224 352507344 38135457 412562492 446324295 482848976 522362631 565109863 611355288 661385181 715509239 774062507 837407447 905936181 dimensionless which makes me think that yt is actually using the spherical radius am i misunderstanding something here thanks so much in advance for anyall help
2019,yes radius is the spherical radius
2019,i dont know offhand if cylindrical_radius respects the center field parameter that might be the issue
2019,thats what my first guess is although i am not sure if this is a bug limitation or user error
2019,see if the values of codesnippet change after you do codesnippet
2019,also instead of going through the profile machinery it might be easier to reason about whats going on if you look at the field values in codesnippet explicitly
2019,finally if you can make a runnable example eg with imports loading a dataset or constructing one in memory one of us could take a look as well
2019,i believe there was at some point a conscious decision i cannot recall much of the context to not feed the center attribute of an object into the field parameters by default
2019,thats not true though
2019,i think
2019,i can confirm that codesnippet does not change codesnippet
2019,i will make a runnable example with a smaller data file than i am presently using and put it here
2019,codesnippetin 7 sp dsspheredsdomain_center 100dsunitskpc 10 kpcin 8 spradiustokpcminout8 unyt_quantity065855503 kpccodesnippet
2019,perhaps it was just for some objects like rectangular prisms or maybe i am completely offbase
2019,although it seems codesnippet works too
2019,codesnippetin 9 spcylindrical_radiustokpcminout9 unyt_quantity053770793 kpccodesnippet
2019,user did you start from a fresh interpreter you might have been getting cached data
2019,but yeah if you can make a runnable example that will make things less ambiguous
2019,
2019,
2019,user i did start from a fresh interpreter
2019,thanks so much for all the help everyone
2019,ah you know what i bet this is because of a periodic correction not doing the right thing
2019,yeah if i set codesnippet in your notebook i get an answer id expect
2019,ah and you know what i think i see where the bug is
2019,yup pr incoming thank you for the report
2019,user do you have a github handle
2019,ah thanks so much for the quick fix
2019,codesnippet is also my github username smile
2019,cool let me see if i can come up with a test using fake data and ill put in a pr
2019,hey user so this is a bit trickier than i thought im going to file an issue because i dont have a real fix for your specific issue you can get a quick fix by setting codesnippet after you load your data
2019,this quick fix is perfectly fine for my purposes
2018,im getting an error with export_sketchfab saying codesnippet even though i have copied the example here hyperlink
2018,further traceback here
2018,codesnippetfile xyzpy line 18 in ltmodulegt color_fieldradius file usrlocallibpython37sitepackagesytdata_objectsconstruction_data_containerspy line 1915 in export_sketchfab sample_type vertex no_ghost no_ghost file usrlocallibpython37sitepackagesytdata_objectsconstruction_data_containerspy line 1762 in export_ply color_field not in selfvertex_datacodesnippet
2018,hi user youre hitting a bug that was fixed back in may hyperlink
2018,im working on getting a new release out
2018,for now if you update to the development version of yt you can get the fix
2018,basically pip uninstall yt clone the repo then do pip install e in the repo more instructions here hyperlink
2018,happy to help out if you run into issues updating
2018,sorry for the trouble hopefully well have a new release out soon
2018,hi user i wasnt completely sure what to do with your message about the cell_mass coming up as zero in the phaseplot should i be able to pull the change 1850 using git somehow so i can make it phaseplot work
2018,i dont know i havent checked yet
2018,im working on fixing the travis tests before i look at that
2018,its possible that applying 1850 to your local copy will fix the issue
2018,i just havent actually checked that yet
2018,okay i will see if i can figure it out and let you know
2020,hi all did anyone use yt to determine the extent of a protostar like in greif 2012
2020,or if i want to overplot the contour of a certain density ie if i just want to see the radius at which the density is 1e10gcm3 only
2020,10e10
2020,hi i am not familiar with the work of greif you may be interested in the overplotting contours functionality hyperlink
2020,hey thanks for the reply i usedcodesnippetpannotate_sphere05 05 05 radius2 kpc circle_argscolorblackcodesnippethow do i set the center to be the maximum densitycentermax did not work
2020,you can first locate the maximum density using eg codesnippet where codesnippet is your data source eg codesnippet or codesnippet
2020,then you can use this as input to the codesnippet callback
2020,theres also dsfind_maxˋ fyi
2020,user has joined the channel
2019,user i totally recommend using the quickstart notebooks like ben kimock said theyre located here hyperlink if you need any help getting them up and running let us knowi also think the cookbook is has a lot of good examples of how to use some of the functionality in yt hyperlinkif you think theres anything confusing or that could be improved in the documentation please let us knowi think that the particular dataset you downloaded isnt used in the cookbook or the quickstart notebooks but there are several other datasets that are however theres a section in the documentation that goes over loading generic particle data here that might be helpful hyperlink
2018,also my dataset wasnt gizmo it was gadget i think we might have a multifile gadget snapshot in the yt data
2018,we could probably reproduce the issue with one of those but unfortunately they are quite large i think
2018,we dont have any in the hdf5 format but maybe it doesnt matter
2018,i suspect it doesnt
2018,but not sure
2018,what about codesnippet
2018,oh youre right
2018,thats also not super big
2018,i can check locally if that has the issue
2018,yes
2018,that reproduced it
2018,issue pls slightly_smiling_face
2018,in my case to reproduce the error i needed to have a new python instance but only tried a couple of times
2018,on it
2018,user hyperlink thanks for the report ill try to take a look soon
2018,and thanks for digging in ash slightly_smiling_face
2020,general question regarding the memory consumption of yt has somewhat to do with issue 2154 or issue 1909 how much memory usage should i expect for a dataset size s analysed on n nodes with n processors per node ie sn on each node would be great but my experience it is more sn but likely i am doing something far from optimal i know there was a discussion using dask at some stage but this is not the current status is it
2020,user has joined the channel
2020,hi ive tried to install my own yt fork in a separate conda environment i can do codesnippet and codesnippet and suchlike from the command line without a problem but whenever i try to import yt from within a python script i get this error codesnippet any idea what i can do to fix it thanks
2020,sounds like your fork was not installed correctly try codesnippet from within your fork env i suspect this will point to your base envs yt installation
2020,that returns codesnippet which is the fork environment
2020,in that case how do you run your python script
2020,ive tried running it from the command line and in a jupyter notebook using anaconda navigator it returns the same error in both cases
2020,when you say command line you mean within ipython im guessing
2020,if so did you make sure to install ipython and jupyter in your fork env
2020,theres an option to open environment in terminal from the anaconda navigator im not really sure beyond that but jupyter is definitely installed
2020,jupyter is based off ipython so i would definetly run codesnippet
2020,and codesnippet to double check
2020,they returned codesnippet and codesnippet
2020,hm and how did you install yt there
2020,i opened the environment in terminal via the anaconda navigator and then i followed the instructions for _building yt from source for condabased installs _hyperlink but cloning my fork rather than the main repository
2020,damn then i have no idea what could have gone wrong i have zero experience with the anaconda navigator so i dont understand ifhow that could be a source of problem
2020,thanks for the help anyway i might just try again with a new environment and see how that goes its the first time ive tried something like this so i could easily have made a mistake
2020,if it still doesnt work maybe open an issue on github documenting how you did it your pythonconda version might also give some clues i for one wouldnt be able to reproduce your setup since i dont have a windows machine but maybe someone else could sorry i couldnt figure it out
2018,user it happens in _setup_plots hyperlink
2018,user should i ask for helpfeedback on adding a yt feature for plotting arbitrary images in the issue or in cbe6579czdevelopment
2018,probably cbe6579czdevelopment
2018,but during the week
2018,ytdev mailing list is there too
2018,im trying to use ahf amigas halo finderthey need data in the gadget binary format which i do not have instead i have some hdf5 snapshots they provide a conversion script but to use it with our data would require some tenuous hackerycan yt help me here is there a way to save a dataset as the gadget binary formatfailing that does anyone know of documentation for that format im having trouble with my googlefu
2018,sorry yt doesnt do that
2018,maybe one day it will but its a seriously hard thing to do in general
2018,user might be able to help i know hes used ahf
2018,user has joined the channel
2018,user hey related to that question i had im adding tests now and realizing i dont know in the tests how to add the default unit objects to a given codesnippet should i be instantiating a codesnippet or maybe accessing an extant one and using that as the base for the tests
2018,sorry i dont quite understand what youre doing
2018,user i want a codesnippet with lots of unit object entries i dont see a test harness that does this
2018,the default codesnippet has stuff but not in unit object format
2018,yeah i dont think that exists yet
2018,ok
2018,you could see how the codesnippet singleton gets set up
2018,i think its just unitregistry
2018,and then you could add stuff to the default one
2018,yeah thats what i was hoping to avoid but ill go for it anyway
2018,ok maybe ill have a better suggestion when i look at your test
2018,it looks like the unitregistry class isnt really tested on its own
2018,hi user i know that people usually write their own conversion script me included i could share my python script with you if that helps one thing is that you do not need to convert all fields to the binary format for ahf to work that might make the conversion easier ive also tried to make a more general gadget format conversion tool but its not stable yet you could try if it works out of the box hyperlink
2018,user followup i would have expected everything that is in the lut to be instantiated and added to codesnippet but seems thats not the case i assume this is by design but i wondered if you could say why
2018,enh nm ill work around it
2018,i think codesnippet is just there as a cache its not necessarily fully populated at any given time the lut should be the source of truth
2018,ah ok
2018,for the last question the documentation is hyperlink section 6 note that theres a small difference between format 1 61 and format 2 62 for ahf both formats are accepted
2018,user is there stuff in codesnippet thats not in the codesnippet
2018,i dont know to be honest
2018,user i managed to get something hooked up to ahf but im running with the openmp configuration and its launched 32 threads but is only running on one any suggestions
2018,yikes
2018,codesnippetin 11 setlistreglutkeys listregunit_objskeys setlistreglutkeysout11 falsecodesnippet
2018,codesnippetin 12 setlistreglutkeys listregunit_objskeys setlistreglutkeysout12c2nm2 jkg na2 cm2 cm3gs2 cms cms2 dynecm2 ergs ergk ergcm2s1k4 ergg ftlbf lbfft2codesnippet
2018,ah i guess that makes sense
2018,these are all compound units
2018,the lut will only have atoms
2018,nm carry on slightly_smiling_face
2018,i havent encountered this issue myself just to clarify does the log file says codesnippet
2018,codesnippet cat test_log grep threadsnumber of threads in use 32codesnippet
2018,except that the other threads arent actually engaged in any work if i codesnippet with the pid of the ahf process all the other threads have 0 cpu time
2018,ah i have never done extra checking but to trust those numbers reported in the log file
2018,sorry i dont have enough knowledge to have useful comments on this probably you could ask it in the google group
2018,smile
2020,user has joined the channel
2020,hey ive been trying to access some files like this onehyperlinkbut the links just time out ive confirmed that its not just me experiencing this
2020,hey cj theres an issue on our end were fixing it now
2020,user its back up
2020,awesome thanks so much
2020,so it turns out that the critical density 3h²8pig is in physical units not comoving that will be a factor 1z³ in overdensity and thus originally the mean densities were only off by a few percent depending on redshift after allsweat_smile
2019,user has joined the channel
2019,hi i am yuxuan recently i dont know how to rescale the simulation snapshot data to another size and density scale this requires me to change the field value by a factor is there some simple codes that could do this
2019,is it possible to get a value range of variable i want to match the value range for several plots i can do this with codesnippet but i have to start with a kind of random guess for min and max
2019,user on a given data object you can call codesnippet and codesnippet when it does one it caches the results for both
2019,user so if i have a slice object codesnippet as codesnippet i can get the dataset by codesnippet but codesnippet causes codesnippet
2019,user from a slice object you can do codesnippet to get the actual slice a data object is distinct from a data set in that the data object is a slice a rectangular prism a sphere etc
2019,codesnippet is my variable name codesnippet returns 1e90 dimensionless whereas the data structure with which the slice object was created has the maximum value of 015 i used codesnippet
2019,user grabbing codesnippet is a good way to get it for the full source i am not really sure why its giving that value for the max on the slice thats quite strange to me but probably specific to the unstructured mesh implementation
2019,user thank you my original mesh is unstructured in 3d but all the elements are triangles the dimensionality of the yt dataset is 2 i checked with a 3d unstructured mesh and the min and max values are reasonable the projection of triangles to slice could be doing something
2019,user i just got max or min values with codesnippet or codesnippet the data on the slice is the same as original 2d data so this just worked
2019,user oh good
2019,user thank you for your help
2019,when i have these two lines for a slice plotcodesnippetslcsaveplot_with_suffix suffixjpgslcsaveplot_with_mpl_kwargs mpl_kwargsformat jpgcodesnippet both generate a png file instead of jpeg file i believe matplotlib supports the jpeg format how could i select the format correctly
2019,so codesnippet is pretty awesome but it only works on units is there any interest in having such a thing for quantities im imagining something that would make it really easy to write a python script that emits latex that i can just paste into a paper
2018,user has joined the channel
2020,i am not having this issue with the fake data
2020,i found that when i use codesnippet this issue arises
2020,also in the test case
2018,user has joined the channel
2018,hi yt friends im wondering if particleprojectionplot is supposed to consider periodic boundary conditions and if theres anything that needs to be configured to achieve that im doing a naive experiment but failed
2018,codesnippetimport ytds ytloadgizmo_64outputsnap_n64l16_093hdf5center dsdomain_width 0618ytparticleprojectionplotds z particle_mass centercentersavecodesnippet
2018,
2018,i dont think it does
2018,i also dont think it would be terribly hard to fix that
2018,user thanks for the information ill submit an enhancement proposal on yt then
2018,the code to look at is the codesnippet class in codesnippet
2018,no need to submit a ytep just open a pr
2018,sure
2018,id like to work on it but maybe two weeks later gotta focus on some other things before that
2018,no worries any time slightly_smiling_face
2018,sorry it didnt work for your use case out of the box confused
2018,hi when i try to load the rasmes data file using ds ytloaddatafieldsmy_field to give the variables correct names yt interpret many variables as dimensionless quantities it there a way for me to manually give then the right dimension while loading the data
2018,no not easily unfortunately this is something that were planning to fix for yt 40 along with a significant reworking of the field system in general
2018,usually what i suggest as a workaround is to define alias fields like this
2018,codesnippetdef density_aliasfield data return datadsarrdataramses on_disk_field gcm3dsadd_fieldgas density_alias functiondensity_alias unitsgcm3 sampling_typecellcodesnippet
2018,you can put those in your plugin file so you dont need to add them to every script
2018,hyperlink
2019,you can attach units to these
2019,ie 15 15 15 kpc but i presume they default to code_length
2019,i think you want gas density not particle_density
2019,is it particle_density in the documentation
2019,ah i think i interpreted the dsload_particle docmuentation poorly i thought it suggests i should put particle_ before each field codeblock
2019,ah i guess those docs need to be updated to have a discussion about sph data
2019,i think bili has an example you can look at in a pr hes working on
2019,hyperlink
2019,i think you need particle_mass particle_position and smoothing_length and yt should be able to generate a density field
2019,bilis pr might be exactly what youre looking for if you dont have smoothing lengths already
2019,anyway sorry this is a little confusing this is what happens when lots of people start using beta level software confused
2019,reports and fixes are greatly appreciated were still not really ready to do an official yt 40 release and beta testing is very useful but only if we get feedback about whats broken
2019,user how do i include units when i try codesnippet i get codesnippet
2019,hm i thought that would work maybe user knows
2019,no worries on the confusion just really appreciate this slack channel exists
2019,i think you need to do this
2019,you can do codesnippet
2019,codesnippetfrom ytunits import kpcleft_edge 0 0 0kpcright_edge 99 99 99kpcag dsarbitrary_gridleft_edge right_edge dims1283codesnippet
2019,not everything needs to be a oneliner slightly_smiling_face
2019,im making a pr to add dsunits too along with a bunch of other goodies
2019,hyperlink
2019,the shape of the density grid is still confusing following users example for generating the arbitrary grid then codesnippet and printing the shapes of eachcodesnippetarbitrary grid shape 128 128 128density grid shape 135 codesnippet
2019,what is the codesnippet
2019,changing the codesnippet from codesnippet to codesnippet made it so yt could calculated the codesnippet
2019,i see what frontend is this
2019,following the bilis example notebook
2019,can you share your code
2019,what do you mean by frontend
2019,theyre using load_particles
2019,if you make a short runnable example one of us could run that would help
2019,that way one of us can run it locally and tell you what exactly is going wrong
2019,you can make rake random data using eg nprandom
2019,i think what matters here is the field names youre using
2019,you need to use a very specific set of field names right now to trigger what you want to happen in yts field system
2019,hyperlink
2019,so this is a really huge example
2019,can you make it more minimal
2019,please dont judge innocent
2019,and only use yt
2019,oh sure give me a bit im a bit slow
2019,let me take a look at your full code and see if i can understand but in general its much better to share what stackoverflow calls an mcve hyperlink
2019,often in the process of generating an mcve you figure out whats going wrong
2019,i think you might be hitting a bug though i dont see anything obviously wrong with your code
2019,if you can make an mcve and file an issue on github one of us can take a look that will also allow us to escape this slack thread
2019,im going to bike into work
2019,looks like its an issue with the cluster not loading the correct version of yt womanfacepalming
2019,ah that behavior would make sense on an old yt version glad to hear it got sorted slightly_smiling_face
2019,for some codes here im looking at a gadget 3 code the unit unitary doesnt seem to be doing what i expect it to do codesnippet are points in r3 which are the start and end of a trident sightlinecodesnippetprint startprint endprint startin_unitskpcprint endin_unitskpcprint startin_unitsunitaryprint endin_unitsunitaryprint startin_unitscode_lengthprint endin_unitscode_length 2995018959 3056563377 tel4719144020147191440201 kpccmh 39661849768 70358215356 462071636703 kpccmh 383224448 391099298 60383302643 kpc 5074889573 9002610205 59123882134 kpc 049916983 050942723 7865240033 unitary 661030829 1172636923 7701193945 unitary 2995018959 3056563377 tel4719144020147191440201 code_length 39661849768 70358215356 462071636703 code_lengthcodesnippetthen when it goes into trident it has a codesnippet which i think basically comes from codesnippet not being in between 0 and 1 as expected is there a way to change that in place while running redefine codesnippet or where can i go to fix it in the source codethanks
2019,unitary gets defined here hyperlink
2019,it should be equivalent to codesnippet
2019,ie 1 in unitary units is the size of the longest edge of the domain
2019,for a dataset where this is happening what is codesnippet
2019,and whats codesnippet
2019,codesnippetprint dsquan1unitarytokpcprint hyperlinkkpc7677235835829029 kpc767723584 767723584 767723584 kpccodesnippet
2019,do you think it has something to do with being comoving
2019,i mean is that the domain width youd expect
2019,i dont know anything about this data
2019,no that seems way too small for this
2019,is this dataset from a really high redshift
2019,this is at z10
2019,ah then i think that makes more sense particularly for a zoomin
2019,where are codesnippet and codesnippet coming from
2019,because it seems like youre using a codesnippet and codesnippet that are outside your domain
2019,which trident is complaining about
2019,that is possible though i feel like the box itself should be big enough to handle it is yt just using the farthest sph particles to determine the boundary of the simulation i assumed it was using the whole box
2019,its coming from the header for gadget cosmology simulations
2019,the boxsize parameter
2019,hyperlink
2019,ok ill look into that and where it defines unitary maybe ill need to keep my sightlines smaller until we get into more galaxy level redshifts thanks nathan
2019,user you could always create your own bounding box for the data when you read it in instead of relying on yt to figure it out that way you could arbitrarily specify a really large bounding box and not run into this issue of having startendpoints for the trident ray outside of the domain
2019,or choose a codesnippet and codesnippet thats always inside your box
2019,eg specify it in comoving coordinates
2019,hyperlink
2019,also if yt is generating a bounding box that doesnt enclose all your data that sounds like a bug to me
2019,on either the yt or gadget side
2019,well it could just be that user is specifying some arbitrary points that are outside of the domain i dunno
2019,yeah i dont think they ever said
2019,i asked a couple times where start and end were coming from
2019,yeah they were just randomly generated it does look like it works if you restrict it sufficiently this is what it looks like i think clearly a trident sightline outside this box would be kind of a waste anyways so ill probably try harder to determine a realistic impact parameter instead of just redefining the box thats a good suggestion though user
2019,what is the goal clayton is this for agora is it just to get a bunch of random sightlines at different impact parameters from the center of the galaxy
2020,user has joined the channel
2020,user has joined the channel
2018,hi i wanted to add a field to yt to calculate a vector cross product but yt does not recognize the vector as an array with shape of 3 instead it reads it as a float value how can i fix it here is the code with a yt test dataset
2018,
2018,
2018,when yt does a projection in say the z direction and the code coordinates go from 0 to 1 does the projection go from 0 in the front to 1 in the back or 1 in the front and 0 in the back
2018,i think it does it in io order so neither
2018,in what context would it matter
2019,user has joined the channel
2019,im having a bit of trouble trying to get the halo catalog to work with my data for some bizarre reason is this the right place to ask about this
2019,sure ask away
2019,great thanks i ran ahf on my data and have been excited to use yts built in containers for halos since i use yt for my gizmo runs i wanted to test everything out so i did exactly what is shown here in the only cell under that heading hyperlinki can successfully print the particle_mass and virial_radius of the halos however when i try to do more complex analysis such as combining the dataset and halos dataset to create a halo catalog such as here hyperlinki get the first problem with a warning when i call halocatalogdata_ds data_ds halos_ds halos_dsyt warning 20190226 093010474 halo dataset testv010snapshot_296hdf5parameter has no field halos particle_identifierthis happens for many of the fields i think all of them however as i said above i can print out halos_adhalos particle_identifier and see it fine where halos_ad halos_dsall_datadoes ahf work with the halocatalog module
2019,i have sample data i could upload it to dropbox if necessary for reproducibility
2019,i should also add that if i call hccreate it throws an exception that those fields do not exist and does not continue
2019,so i dont know much about the halo catalog machinery user may know more but the issue seems to be that the catalog generated by ahf doesnt have ids or yt isnt reading them
2019,its actually all of the fields here is the full warningyt warning 20190226 093010474 halo dataset testv010snapshot_296hdf5parameter has no field halos particle_identifieryt warning 20190226 093010494 halo dataset testv010snapshot_296hdf5parameter has no field halos particle_massyt warning 20190226 093010494 halo dataset testv010snapshot_296hdf5parameter has no field halos particle_position_xyt warning 20190226 093010494 halo dataset testv010snapshot_296hdf5parameter has no field halos particle_position_yyt warning 20190226 093010494 halo dataset testv010snapshot_296hdf5parameter has no field halos particle_position_zyt warning 20190226 093010495 halo dataset testv010snapshot_296hdf5parameter has no field halos virial_radiusbut as i said if i directly access the halos_dsall_data i can output them
2019,also user added the ahf frontend so he might know more as well
2019,maybe you could pastebin the full output of what youre seeing
2019,along with the script youre running
2019,sure i can do that
2019,hyperlinki should note im using python 371 and yt 350 maybe 35 is the issue and i should revert back to 341
2019,i also tried python 371 with yt 351 and the ytastrophysical analysis package 11dev and got the exact same errors as above
2019,can you also pastebin the output of codesnippet
2019,britton and bili are on the west coast so they might not respond for a little while
2019,hyperlink
2019,so indeed it is missing those fields
2019,or i guess it might be in derived_field_list
2019,yes it is in there
2019,yeah i dunno offhand if this is an issue with the frontend or is particular to the dataset youre looking at
2019,it looks like we do have an ahf dataset on hyperlink
2019,does this work for that dataset
2019,hyperlink which was generated using hyperlink
2019,thanks i was wondering about the sim data
2019,ill try it out now
2019,hi user i havent had time to read through this yet and ive got a pretty busy day ahead of me here but ill try to have a look at this at some point soon
2019,thank you very much
2019,the sample data for ahf halosgizmo dataset gives the exact same error
2019,ah great
2019,can you share your script using those datasets
2019,just want to make sure im doing exactly what youre doing
2019,hyperlink
2019,i used the astro_analysis package
2019,but the same thing happens with with the other package that is now deprecated or futuredeprecated
2019,ytanalysis_modules is deprecated yes
2019,thanks for the report im trying to reproduce now
2019,i believe the appropriate portmanteau is fuprecated
2019,ok heres the test script
2019,codesnippetimport ytfrom ytextensionsastro_analysishalo_analysisapi import halocataloghalos_ds ytloadahf_halossnap_n64l16_135parameter hubble_constant07data_ds ytloadgizmo_64outputsnap_n64l16_135hdf5hc halocatalogdata_dsdata_ds halos_dshalos_dshccreatecodesnippet
2019,and i can reproduce
2019,thanks for looking into this
2019,lol
2019,this is an easy fix
2019,pr incoming
2019,is it not looking in derived_field_list
2019,nope
2019,ill add a test too
2019,great
2019,hmm actually no test this is hard to test from the yt_astro_analysis side with real data
2019,hyperlink
2019,easiest way to get that is probably to install yt_astro_analysis from source and make the change yourself
2019,eg clone the git repo and do pip install e inside
2019,you could probably also edit the version of yt_astro_analysis you have installed too but thats way hackier slightly_smiling_face
2019,yeah i was going to do the dirty trick
2019,go right into sitepackages and then forget about it in the future
2019,seems to work great got a halo mass function pretty quickly
2019,i get the following error when running the above code i guess this is another bug reporthyperlink
2019,i think you might have gotten the paths backwards
2019,oops i copied the code incorrectly i used the correct paths in my code flushed
2019,i pasted my paths incorrectly into the example on the documentation but if you swap them you will get the error
2019,ah this is a yt bug for sure
2019,user hyperlink
2019,great thanks ill integrate this into mine slightly_smiling_face
2019,im probably going to go through most of these examples for the next hour and see if everything works is it okay if i keep pushing bug reports in here
2019,sure
2018,user has joined the channel
2018,how do i create a single float with units kpccm
2018,codesnippet
2018,i want to add codesnippet so you can do codesnippet or something like that slightly_smiling_face
2018,hm why does it require that i have a dataset loaded
2018,because it depends on the redshift
2018,theres no constructor for a codesnippet or codesnippet type that takes a redshift that i can callthe requirement for a dataset is all fine and good for what im doing _at the moment_ but im curious
2018,right it all gets set up inside the codesnippet class itself let me point you at the relevant bit of code
2018,hyperlink
2018,this is also how eg codesnippet works
2018,hi all i would like to modify the axis center and the scaling of the axis in the follwing example using an frb hyperlink what are the commands that can do that thanks
2018,also is it possible to add an integrate obtion toproj dsprojdensity 0
2018,sorry can you explain a little bit more what you mean by axis center and scaling of the axis
2018,yes add codesnippet to the call to codesnippet
2018,i think i found the answer to my first question here hyperlink let me try this and i will get back thanks
2018,user i think the integrate method is default no
2018,yup it is
2018,the extent argument does what i want with regards to adjusting the axis limits and adjusting the axis orgin to the right numbers and location without messing with the aspect ratio
2018,so thats good
2018,1
2018,since extend only modifies xmin and xmax ymin and ymax and does some autoscaling what would be the correct way to modify the x and y ticks as well as the x and y labels thnks
2018,something like this hyperlink
2018,or hyperlink
2018,i used a linspace previously to define the ticks it did not work but a list works
2018,arange works also but i have bad experience with arange
2018,do you know why linspace does not work
2018,not offhand no
